#                                                                          running time (s)                 
#                                                                   -------------------------------          
# idx  seq name  length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ---  --------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
  675  867900      1520        1     1430     no   1709.48       -       0.76       0.23       1.51     37.50
  676  867903      1439       19     1350  5'&3'   1753.30       -       0.97       0.16       1.63     33.81
  677  868132      1485        6     1428  5'&3'   1287.62       -       1.01       0.50       2.02     38.62
  678  868864      1583        1     1430     no   1823.10       -       0.86       0.16       1.56     38.58
  679  869210      1529        1     1430     no   1805.21       -       0.83       0.19       1.54     37.39
  680  871271      1532        1     1430     no   1753.08       -       1.00       0.18       1.70     37.73
  681  873517      1490        9     1412  5'&3'   1670.67       -       0.85       0.19       1.57     36.45
  682  875328      1534        1     1430     no   1815.70       -       0.96       0.16       1.65     37.36
  683  879305       549        1      494     3'    602.87       -       0.20       0.06       0.45      9.36
  684  880070      1524        1     1430     no   1738.94       -       0.92       0.22       1.68     37.56
  685  880072      1561        1     1430     no   1879.81       -       0.85       0.12       1.50     37.91
  686  880724      1469        6     1427  5'&3'   1373.59       -       0.85       0.35       1.71     37.90
  687  882884       532       26      494  5'&3'    594.24       -       0.13       0.07       0.39      9.03
  688  886377      1526        1     1430     no   1721.57       -       0.76       0.16       1.44     37.56
  689  887062      1519        8     1430     5'   1812.84       -       0.92       0.14       1.58     37.01
  690  887325      1334       63     1355  5'&3'   1588.88       -       0.96       0.12       1.55     31.21
  691  887327      1525        8     1425  5'&3'   1809.68       -       0.88       0.16       1.56     37.27
  692  887898      1519        8     1425  5'&3'   1835.00       -       0.77       0.15       1.45     36.96
  693  887929      1093        8     1030  5'&3'   1326.01       -       0.59       0.12       1.09     23.11
  694  888056      1530        9     1412  5'&3'   1723.11       -       0.87       0.16       1.56     37.06
  695  888060       531      413      934  5'&3'    655.22       -       0.16       0.05       0.41      9.00
  696  888746      1534        8     1425  5'&3'   1862.48       -       0.76       0.17       1.46     37.23
  697  903503      1543        1     1430     no   1825.73       -       0.99       0.20       1.72     37.84
  698  907931      1576        1     1430     no   1842.33       -       0.76       0.15       1.45     38.37
  699  908337      1504       30     1418  5'&3'   1804.08       -       0.72       0.17       1.41     36.13
  700  908338       443       65      494  5'&3'    526.97       -       0.11       0.10       0.36      7.45
  701  908340      1499       10     1398  5'&3'   1771.98       -       0.80       0.20       1.53     36.17
  702  908612      1372       65     1372  5'&3'   1519.12       -       0.69       0.26       1.44     32.50
  703  911045      1482        1     1430     no   1824.29       -       0.77       0.17       1.46     36.18
#                                                                          running time (s)                 
#                                                                   -------------------------------          
# idx  seq name  length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ---  --------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
  704  926569      1501        1     1430     no   1704.66       -       0.59       0.13       1.16     36.94
  705  929506      1513        1     1430     no   1856.74       -       0.55       0.11       1.10     37.00
  706  930945      1496        6     1427  5'&3'   1293.51       -       0.51       0.25       1.21     38.96
  707  930946      1552        6     1430     5'   1837.94       -       0.54       0.10       1.10     37.70
  708  931626      1526        1     1430     no   1847.43       -       0.52       0.10       1.07     37.17
  709  933115      1555        4     1430     5'   1891.79       -       0.52       0.10       1.07     37.78
  710  933801      1499        6     1427  5'&3'   1295.26       -       0.74       0.26       1.45     39.23
  711  937774      1547        1     1430     no   1803.90       -       0.63       0.11       1.21     37.85
  712  940190      1555        2     1430     5'   1878.52       -       0.61       0.10       1.19     37.72
  713  940615       651      723     1343  5'&3'    797.63       -       0.09       0.05       0.35     11.67
  714  941770      1584        1     1430     no   1856.59       -       0.55       0.10       1.14     38.58
  715  945021      1559        1     1430     no   1842.90       -       0.66       0.12       1.26     37.98
  716  979556      1522        1     1430     no   1841.15       -       0.66       0.10       1.23     37.06
  717  981222      1500        1     1430     no   1747.53       -       0.72       0.13       1.30     36.97
  718  981383      1444       28     1357  5'&3'   1749.60       -       0.54       0.09       1.08     33.94
  719  983544      1520        1     1430     no   1720.46       -       0.68       0.13       1.28     37.45
  720  983548      1527        1     1430     no   1702.15       -       0.78       0.14       1.38     37.64
  721  985867      1378       19     1350  5'&3'   1698.09       -       0.50       0.10       1.03     32.60
  722  986075      1562        6     1428  5'&3'   1920.83       -       0.77       0.11       1.37     37.82
  723  987059      1531        1     1430     no   1832.31       -       0.85       0.12       1.43     37.31
  724  990316      1470        6     1427  5'&3'   1223.59       -       0.90       0.34       1.69     38.34
  725  992406      1517        1     1430     no   1732.20       -       0.74       0.13       1.34     37.39
  726  996637      1372      229     1430     5'   1580.52       -       0.53       0.12       1.07     31.02
  727  997346      1448       69     1425  5'&3'   1763.21       -       0.76       0.09       1.30     34.40
  728  998088      1545        1     1430     no   1877.79       -       0.81       0.12       1.41     37.71
  729  999141      1404       56     1358  5'&3'   1641.62       -       0.58       0.10       1.12     32.91
  730  1000565     1521        8     1425  5'&3'   1821.73       -       0.62       0.11       1.20     36.94
  731  1001994     1358       47     1371  5'&3'   1009.66       -       0.75       0.25       1.42     34.67
  732  1003200     1531        2     1430     5'   1810.24       -       0.81       0.16       1.44     37.42
  733  1004836     1477        8     1425  5'&3'   1815.25       -       0.82       0.14       1.43     35.97
  734  1005048     1531        1     1430     no   1828.02       -       0.71       0.11       1.29     37.39
  735  1005058     1537        1     1430     no   1807.56       -       0.77       0.13       1.36     37.62
  736  1006006     1496        6     1427  5'&3'   1255.37       -       0.84       0.31       1.61     39.58
  737  1006551     1540        1     1430     no   1858.05       -       0.74       0.13       1.35     37.70
  738  1007104     1477        8     1425  5'&3'   1823.00       -       0.82       0.13       1.41     35.94
  739  1007105     1541        1     1430     no   1814.52       -       0.78       0.12       1.38     37.72
  740  1009370     1560        5     1430     5'   1830.87       -       0.72       0.12       1.32     38.02
  741  1027292     1474       28     1379  5'&3'   1778.61       -       0.77       0.10       1.32     34.96
  742  1029718     1520        1     1430     no   1797.41       -       1.10       0.13       1.70     37.19
  743  1031711     1536        1     1430     no   1828.64       -       1.09       0.12       1.69     37.50
  744  1032480     1519        1     1430     no   1850.96       -       0.77       0.11       1.35     37.00
  745  1033802     1536        2     1430     5'   1876.72       -       0.99       0.12       1.58     37.43
  746  1033810     1533        3     1430     5'   1867.49       -       1.01       0.12       1.61     37.32
  747  1042156     1533        1     1430     no   1835.02       -       0.93       0.13       1.54     37.42
  748  1045854     1581        1     1430     no   1859.87       -       0.73       0.12       1.34     38.42
  749  1046627     1514        8     1425  5'&3'   1720.55       -       0.90       0.14       1.51     37.14
  750  1050720     1473        8     1425  5'&3'   1841.95       -       0.92       0.13       1.51     35.90
  751  1051632     1545        1     1430     no   1730.38       -       0.81       0.14       1.43     37.94
  752  1053648     1546        1     1430     no   1752.27       -       1.15       0.12       1.75     37.85
  753  1064535     1564        1     1430     no   1818.65       -       0.86       0.13       1.47     38.18
  754  1064539     1486        1     1430     no   1833.87       -       0.86       0.12       1.43     36.26
  755  1082931     1486        1     1430     no   1844.30       -       1.11       0.12       1.69     36.26
  756  1097668     1532        1     1430     no   1826.17       -       0.80       0.12       1.39     37.46
  757  1112204     1523        1     1430     no   1850.80       -       0.84       0.11       1.43     37.09
  758  1127134     1519        1     1430     no   1856.53       -       1.07       0.11       1.64     36.95
  759  1129369     1525        1     1430     no   1735.75       -       1.03       0.12       1.63     37.40
