TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies	STRING_type
592316	Pantoea sp. At9b	Pantoea sp. At-9b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	1	1	core
595494	Tolumonas auensis	Tolumonas auensis DSM 9187	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	Tolumonas auensis	1	core
595499	Sulcia muelleri SMDSEM	Candidatus Sulcia muelleri SMDSEM	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	1	Candidatus Sulcia	Candidatus Sulcia muelleri	1	core
595536	Methylosinus trichosporium	Methylosinus trichosporium OB3b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium	1	core
595537	Variovorax paradoxus EPS	Variovorax paradoxus EPS	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	1	core
596154	Alicycliphilus denitrificans	Alicycliphilus denitrificans K601	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans	1	core
596324	Treponema vincentii	Treponema vincentii ATCC 35580	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema vincentii	1	core
596327	Porphyromonas uenonis	Porphyromonas uenonis 60-3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	1	core
596328	Mobiluncus mulieris	Mobiluncus mulieris 28-1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris	1	core
596329	Peptostreptococcus anaerobius	Peptostreptococcus anaerobius 653-L	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	1	core
598659	Nautilia profundicola	Nautilia profundicola AmH	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	Nautilia profundicola	1	core
608534	Oribacterium sp. F0262	Oribacterium sp. oral taxon 078 str. F0262	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sp. oral taxon 078	1	core
608538	Hydrogenobacter thermophilus	Hydrogenobacter thermophilus TK-6	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus	1	core
621372	Paenibacillus sp. D14	Paenibacillus sp. oral taxon 786 str. D14	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. oral taxon 786	1	core
622312	Roseburia inulinivorans	Roseburia inulinivorans DSM 16841	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	1	core
622637	Methylocystis sp. ATCC49242	Methylocystis sp. ATCC 49242	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	1	1	core
626522	Prevotella tannerae	Prevotella tannerae ATCC 51259	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae	1	core
626523	Shuttleworthia satelles	Shuttleworthia satelles DSM 14600	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	Shuttleworthia satelles	1	core
626939	Phascolarctobacterium succinatutens	Phascolarctobacterium succinatutens YIT 12067	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	1	core
627192	Sphingobium sp. SYK6	Sphingobium sp. SYK-6	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	1	1	core
632245	Clostridium butyricum	Clostridium butyricum E4 str. BoNT E BL5262	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum	1	periphery
633131	Thalassiobium sp. R2A62	Thalassiobium sp. R2A62	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobium	1	1	core
633147	Olsenella uli	Olsenella uli DSM 7084	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli	1	core
633148	Thermosphaera aggregans	Thermosphaera aggregans DSM 11486	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera	Thermosphaera aggregans	1	core
634452	Acetobacter pasteurianus	Acetobacter pasteurianus IFO 3283-01	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	Acetobacter pasteurianus subsp. pasteurianus	core
634497	Haloarcula hispanica	Haloarcula hispanica ATCC 33960	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula	Haloarcula hispanica	1	core
634498	Methanobrevibacter ruminantium	Methanobrevibacter ruminantium M1	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium	1	core
634500	Erwinia billingiae	Erwinia billingiae Eb661	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia billingiae	1	core
634503	Edwardsiella ictaluri	Edwardsiella ictaluri 93-146	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	Edwardsiella ictaluri	1	core
635013	Thermincola potens	Thermincola potens JR	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	Thermincola potens	1	core
637389	Acidithiobacillus caldus	Acidithiobacillus caldus ATCC 51756	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus caldus	1	core
637616	Methylophaga thiooxydans	Methylophaga thiooxydans DMS010	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga thiooxydans	1	core
637910	Citrobacter rodentium	Citrobacter rodentium ICC168	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	1	core
638300	Cardiobacterium hominis	Cardiobacterium hominis ATCC 15826	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis	1	core
638301	Granulicatella adiacens	Granulicatella adiacens ATCC 49175	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella adiacens	1	core
638302	Selenomonas flueggei	Selenomonas flueggei ATCC 43531	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas flueggei	1	core
638303	Thermocrinis albus	Thermocrinis albus DSM 14484	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus	1	core
639282	Deferribacter desulfuricans	Deferribacter desulfuricans SSM1	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	Deferribacter desulfuricans	1	core
639283	Starkeya novella	Starkeya novella DSM 506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	Starkeya novella	1	core
640081	Dechlorosoma suillum	Dechlorosoma suillum PS	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	Azospira oryzae	1	core
641146	Scardovia inopinata	Scardovia inopinata F0304	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia inopinata	1	core
641147	Simonsiella muelleri	Simonsiella muelleri ATCC 29453	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella	Simonsiella muelleri	1	core
642492	Clostridium lentocellum	Clostridium lentocellum DSM 5427	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum lentocellum	1	core
643648	Syntrophothermus lipocalidus	Syntrophothermus lipocalidus DSM 12680	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus	Syntrophothermus lipocalidus	1	core
643867	Marivirga tractuosa	Marivirga tractuosa DSM 4126	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga	Marivirga tractuosa	1	core
644282	Desulfarculus baarsii	Desulfarculus baarsii DSM 2075	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	Desulfarculus baarsii	1	core
644284	Arcanobacterium haemolyticum	Arcanobacterium haemolyticum DSM 20595	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium haemolyticum	1	core
644295	Methanohalobium evestigatum	Methanohalobium evestigatum Z-7303	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium	Methanohalobium evestigatum	1	core
645512	Jonquetella anthropi	Jonquetella anthropi E3_33 E1	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella anthropi	1	core
645991	Syntrophobotulus glycolicus	Syntrophobotulus glycolicus DSM 8271	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Syntrophobotulus	Syntrophobotulus glycolicus	1	core
647113	Methanothermococcus okinawensis	Methanothermococcus okinawensis IH1	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus okinawensis	1	core
648757	Rhodomicrobium vannielii	Rhodomicrobium vannielii ATCC 17100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium	Rhodomicrobium vannielii	1	core
648996	Thermovibrio ammonificans	Thermovibrio ammonificans HB-1	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	Thermovibrio ammonificans	1	core
649349	Leadbetterella byssophila	Leadbetterella byssophila DSM 17132	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	Leadbetterella byssophila	1	core
649638	Truepera radiovictrix	Truepera radiovictrix DSM 17093	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	Truepera radiovictrix	1	core
650150	Erysipelothrix rhusiopathiae	Erysipelothrix rhusiopathiae str. Fujisawa	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae	1	core
652103	Rhodopseudomonas palustris DX1	Rhodopseudomonas palustris DX-1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	1	core
653733	Desulfurispirillum indicum	Desulfurispirillum indicum S5	Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum	Desulfurispirillum indicum	1	core
655815	Zunongwangia profunda	Zunongwangia profunda SM-A87	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda	1	core
658187	Legionella drancourtii	Legionella drancourtii LLAP12	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella drancourtii	1	core
660470	Mesotoga prima	Mesotoga prima MesG1.Ag.4.2	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga	Mesotoga prima	1	core
663278	Ethanoligenens harbinense	Ethanoligenens harbinense YUAN-3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	Ethanoligenens harbinense	1	core
663321	Regiella insecticola	Candidatus Regiella insecticola LSR1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Regiella	Candidatus Regiella insecticola	1	core
666510	Acidilobus saccharovorans	Acidilobus saccharovorans 345-15	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus	Acidilobus saccharovorans	1	core
666681	Methylotenera versatilis	Methylotenera versatilis 301	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	Methylotenera versatilis	1	core
666684	Afipia sp. 1NLS2	Afipia sp. 1NLS2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	1	1	core
667014	Thermodesulfatator indicus	Thermodesulfatator indicus DSM 15286	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator	Thermodesulfatator indicus	1	core
667128	Pasteurella dagmatis	Pasteurella dagmatis ATCC 43325	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella dagmatis	1	core
669262	Mannheimia haemolytica	Mannheimia haemolytica serotype A2 str. BOVINE	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica	1	core
670487	Oceanithermus profundus	Oceanithermus profundus DSM 14977	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Oceanithermus	Oceanithermus profundus	1	core
675635	Pseudonocardia dioxanivorans	Pseudonocardia dioxanivorans CB1190	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans	1	core
675817	Photobacterium damselae	Photobacterium damselae subsp. damselae CIP 102761	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae	Photobacterium damselae subsp. damselae	core
679191	Prevotella amnii	Prevotella amnii CRIS 21A-A	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella amnii	1	core
679192	Bulleidia extructa	Bulleidia extructa W1219	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia extructa	1	core
679197	Segniliparus rugosus	Segniliparus rugosus ATCC BAA-974	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Segniliparaceae	Segniliparus	Segniliparus rugosus	1	core
679897	Helicobacter mustelae	Helicobacter mustelae 12198	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter mustelae	1	core
679901	Methanosalsum zhilinae	Methanosalsum zhilinae DSM 4017	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum	Methanosalsum zhilinae	1	core
679926	Methanoplanus petrolearius	Methanoplanus petrolearius DSM 11571	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia petrolearia	1	core
685035	Citromicrobium bathyomarinum	Citromicrobium bathyomarinum JL354	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Citromicrobium	Citromicrobium bathyomarinum	1	core
685727	Rhodococcus equi	Rhodococcus equi 103S	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus equi	1	core
688245	Comamonas testosteroni CNB2	Comamonas testosteroni CNB-2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni	1	core
693746	Oscillibacter valericigenes	Oscillibacter valericigenes Sjm18-20	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes	1	core
693977	Deinococcus proteolyticus	Deinococcus proteolyticus MRP	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus proteolyticus	1	core
694427	Paludibacter propionicigenes	Paludibacter propionicigenes WB4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	Paludibacter propionicigenes	1	core
694429	Pyrolobus fumarii	Pyrolobus fumarii 1A	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrolobus	Pyrolobus fumarii	1	core
694569	Aggregatibacter actinomycetemcomitans	Aggregatibacter actinomycetemcomitans D7S-1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter actinomycetemcomitans	1	core
696127	Midichloria mitochondrii	Candidatus Midichloria mitochondrii IricVA	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus Midichloriaceae	Candidatus Midichloria	Candidatus Midichloria mitochondrii	1	core
697281	Mahella australiensis	Mahella australiensis 50-1 BON	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	Mahella australiensis	1	core
697282	Methylobacter tundripaludum	Methylobacter tundripaludum SV96	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	Methylobacter tundripaludum	1	core
700015	Coriobacterium glomerans	Coriobacterium glomerans PW2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacterium	Coriobacterium glomerans	1	core
700598	Niastella koreensis	Niastella koreensis GR20-10	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella	Niastella koreensis	1	core
702113	Novosphingobium sp. PP1Y	Novosphingobium sp. PP1Y	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	1	1	core
702450	Turicibacter sanguinis	Turicibacter sanguinis PC909	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sanguinis	1	core
706433	Solobacterium moorei	Solobacterium moorei F0204	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	1	core
709032	Sulfuricurvum kujiense	Sulfuricurvum kujiense DSM 16994	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfuricurvum	Sulfuricurvum kujiense	1	core
709991	Odoribacter splanchnicus	Odoribacter splanchnicus DSM 20712	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Odoribacter splanchnicus	1	core
710696	Intrasporangium calvum	Intrasporangium calvum DSM 43043	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	Intrasporangium calvum	1	core
714943	Mucilaginibacter paludis	Mucilaginibacter paludis DSM 18603	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter paludis	1	core
714961	Lysinibacillus fusiformis	Lysinibacillus fusiformis ZC1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus fusiformis	1	core
716544	Waddlia chondrophila	Waddlia chondrophila WSU 86-1044	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Waddliaceae	Waddlia	Waddlia chondrophila	1	core
717231	Flexistipes sinusarabici	Flexistipes sinusarabici DSM 4947	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Flexistipes	Flexistipes sinusarabici	1	core
717773	Thioalkalimicrobium cyclicum	Thioalkalimicrobium cyclicum ALM1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thioalkalimicrobium	Thioalkalimicrobium cyclicum	1	core
717785	Hyphomicrobium sp. MC1	Hyphomicrobium sp. MC1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	1	1	core
717962	Coprococcus catus	Coprococcus catus GD/7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus catus	1	core
742767	Dysgonomonas mossii	Dysgonomonas mossii DSM 22836	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	Dysgonomonas mossii	1	core
742821	Sutterella wadsworthensis	Sutterella wadsworthensis 3_1_45B	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis	1	core
743718	Isoptericola variabilis	Isoptericola variabilis 225	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola variabilis	1	core
743721	Pseudoxanthomonas suwonensis	Pseudoxanthomonas suwonensis 11-1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas suwonensis	1	core
743722	Sphingobacterium sp. 21	Sphingobacterium sp. 21	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	1	1	core
744979	Ahrensia sp. R2A130	Ahrensia sp. R2A130	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia	1	1	core
744980	Roseibium sp. TrichSKD4	Roseibium sp. TrichSKD4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibium	1	1	core
745277	Rahnella aquatilis	Rahnella aquatilis CIP 78.65 = ATCC 33071	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella	Rahnella aquatilis	1	core
747365	Thermodesulfobium narugense	Thermodesulfobium narugense DSM 14796	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium narugense	1	core
748727	Clostridium ljungdahlii	Clostridium ljungdahlii DSM 13528	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium ljungdahlii	1	periphery
749222	Nitratifractor salsuginis	Nitratifractor salsuginis DSM 16511	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	1	Nitratifractor	Nitratifractor salsuginis	1	core
749927	Amycolatopsis mediterranei	Amycolatopsis mediterranei U32	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei	1	core
755731	Clostridium sp. BNL1100	Clostridium sp. BNL1100	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	1	1	periphery
755732	Fluviicola taffensis	Fluviicola taffensis DSM 16823	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	Fluviicola taffensis	1	core
756067	Microcoleus vaginatus	Microcoleus vaginatus FGP-2	Bacteria	Cyanobacteria	1	Oscillatoriales	1	Microcoleus	Microcoleus vaginatus	1	core
757424	Herbaspirillum seropedicae	Herbaspirillum seropedicae SmR1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum seropedicae	1	core
759362	Ketogulonigenium vulgarum	Ketogulonigenium vulgarum WSH-001	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	Ketogulonicigenium vulgare	1	core
760142	Hippea maritima	Hippea maritima DSM 10411	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea	Hippea maritima	1	core
760192	Haliscomenobacter hydrossis	Haliscomenobacter hydrossis DSM 1100	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter hydrossis	1	core
760568	Desulfotomaculum kuznetsovii	Desulfotomaculum kuznetsovii DSM 6115	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum kuznetsovii	1	core
761193	Runella slithyformis	Runella slithyformis DSM 19594	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella slithyformis	1	core
762948	Rothia dentocariosa	Rothia dentocariosa ATCC 17931	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa	1	core
762982	Paraprevotella xylaniphila	Paraprevotella xylaniphila YIT 11841	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila	1	core
762983	Succinatimonas hippei	Succinatimonas hippei YIT 12066	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	Succinatimonas hippei	1	core
765420	Oscillochloris trichoides	Oscillochloris trichoides DG-6	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Oscillochloris trichoides	1	core
765910	Marichromatium purpuratum	Marichromatium purpuratum 984	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum	1	core
765952	Parachlamydia acanthamoebae	Parachlamydia acanthamoebae UV-7	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae	1	core
768670	Calditerrivibrio nitroreducens	Calditerrivibrio nitroreducens DSM 19672	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	Calditerrivibrio nitroreducens	1	core
768679	Thermoproteus tenax	Thermoproteus tenax Kra 1	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus tenax	1	core
768706	Desulfosporosinus orientis	Desulfosporosinus orientis DSM 765	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus orientis	1	core
795359	Thermodesulfobacterium sp. OPB45	Thermodesulfobacterium sp. OPB45	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium geofontis	1	core
795797	Halalkalicoccus jeotgali	Halalkalicoccus jeotgali B3	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	1	core
797209	Haladaptatus paucihalophilus	Haladaptatus paucihalophilus DX253	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus paucihalophilus	1	core
797210	Halopiger xanaduensis	Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger xanaduensis	1	core
856793	Micavibrio aeruginosavorus	Micavibrio aeruginosavorus ARL-13	Bacteria	Proteobacteria	Alphaproteobacteria	1	1	Micavibrio	Micavibrio aeruginosavorus	1	core
857087	Methylomonas methanica	Methylomonas methanica MC09	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas methanica	1	core
859654	Blochmannia vafer	Candidatus Blochmannia vafer str. BVAF	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia vafer	1	core
862908	Bacteriovorax marinus	Bacteriovorax marinus SJ	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax marinus	1	core
