TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies	STRING_type
289376	Thermodesulfovibrio yellowstonii	Thermodesulfovibrio yellowstonii DSM 11347	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii	1	core
290339	Cronobacter sakazakii	Cronobacter sakazakii ATCC BAA-894	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	1	core
290397	Anaeromyxobacter dehalogenans	Anaeromyxobacter dehalogenans 2CP-C	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans	1	core
290398	Chromohalobacter salexigens	Chromohalobacter salexigens DSM 3043	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter salexigens	1	core
290400	Jannaschia sp. CCS1	Jannaschia sp. CCS1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia	1	1	core
290402	Clostridium beijerinckii	Clostridium beijerinckii NCIMB 8052	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	1	periphery
290512	Prosthecochloris aestuarii	Prosthecochloris aestuarii DSM 271	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii	1	core
290633	Gluconobacter oxydans	Gluconobacter oxydans 621H	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans	1	core
292414	Ruegeria sp. TM1040	Ruegeria sp. TM1040	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	1	1	core
292415	Thiobacillus denitrificans	Thiobacillus denitrificans ATCC 25259	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	Thiobacillus denitrificans	1	core
292459	Symbiobacterium thermophilum	Symbiobacterium thermophilum IAM 14863	Bacteria	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum	1	core
293826	Alkaliphilus metalliredigens	Alkaliphilus metalliredigens QYMF	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus metalliredigens	1	core
296591	Polaromonas sp. JS666	Polaromonas sp. JS666	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	1	1	core
297246	Legionella pneumophila Paris	Legionella pneumophila str. Paris	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	1	core
309798	Coprothermobacter proteolyticus	Coprothermobacter proteolyticus DSM 5265	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Coprothermobacter	Coprothermobacter proteolyticus	1	core
309800	Haloferax volcanii	Haloferax volcanii DS2	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax volcanii	1	core
309801	Thermomicrobium roseum	Thermomicrobium roseum DSM 5159	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum	1	core
309807	Salinibacter ruber	Salinibacter ruber DSM 13855	Bacteria	Bacteroidetes	1	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Salinibacter	Salinibacter ruber	1	core
312153	Polynucleobacter necessarius asymbioticus	Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter necessarius	Polynucleobacter necessarius subsp. asymbioticus	core
313589	Janibacter sp. HTCC2649	Janibacter sp. HTCC2649	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	1	1	core
313590	Dokdonia donghaensis	Dokdonia donghaensis MED134	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	1	1	core
313595	Psychroflexus torquis	Psychroflexus torquis ATCC 700755	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus torquis	1	core
313596	Robiginitalea biformata	Robiginitalea biformata HTCC2501	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitalea biformata	1	core
313598	Polaribacter sp. MED152	Polaribacter sp. MED152	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	1	1	core
313603	Maribacter sp. HTCC2170	Maribacter sp. HTCC2170	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	1	1	core
313606	Microscilla marina	Microscilla marina ATCC 23134	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Microscilla	Microscilla marina	1	core
313612	Lyngbya sp. PCC	Lyngbya sp. PCC 8106	Bacteria	Cyanobacteria	1	Oscillatoriales	1	Lyngbya	1	1	core
313624	Nodularia spumigena	Nodularia spumigena CCY9414	Bacteria	Cyanobacteria	1	Nostocales	Nostocaceae	Nodularia	Nodularia spumigena	1	core
313628	Lentisphaera araneosa	Lentisphaera araneosa HTCC2155	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	Lentisphaera araneosa	1	core
314230	Blastopirellula marina	Blastopirellula marina DSM 3645	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula marina	1	core
314231	Fulvimarina pelagi	Fulvimarina pelagi HTCC2506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Fulvimarina	Fulvimarina pelagi	1	core
314232	Loktanella vestfoldensis	Loktanella vestfoldensis SKA53	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella vestfoldensis	1	core
314254	Oceanicaulis sp. HTCC2633	Oceanicaulis sp. HTCC2633	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Oceanicaulis	1	1	core
314260	Parvularcula bermudensis	Parvularcula bermudensis HTCC2503	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula bermudensis	1	core
314265	Pelagibaca bermudensis	Pelagibaca bermudensis HTCC2601	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagibaca	Pelagibaca bermudensis	1	core
314271	Maritimibacter alkaliphilus	Maritimibacter alkaliphilus HTCC2654	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Maritimibacter	Maritimibacter alkaliphilus	1	core
314275	Alteromonas macleodii	Alteromonas macleodii str. Deep ecotype	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	1	core
314278	Nitrococcus mobilis	Nitrococcus mobilis Nb-231	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Nitrococcus	Nitrococcus mobilis	1	core
314283	Reinekea blandensis	Reinekea blandensis MED297	Bacteria	Proteobacteria	Gammaproteobacteria	1	1	Reinekea	Reinekea blandensis	1	core
314285	Congregibacter litoralis	Congregibacter litoralis KT71	Bacteria	Proteobacteria	Gammaproteobacteria	1	1	Congregibacter	Congregibacter litoralis	1	core
314345	Mariprofundus ferrooxydans	Mariprofundus ferrooxydans PV-1	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus ferrooxydans	1	core
316274	Herpetosiphon aurantiacus	Herpetosiphon aurantiacus DSM 785	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon aurantiacus	1	core
316275	Aliivibrio salmonicida	Aliivibrio salmonicida LFI1238	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio salmonicida	1	core
316385	Escherichia coli K12 DH10B	Escherichia coli str. K-12 substr. DH10B	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1	periphery
316407	Escherichia coli K12 W3110	Escherichia coli str. K-12 substr. W3110	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1	periphery
317025	Thiomicrospira crunogena	Thiomicrospira crunogena XCL-2	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	Thiomicrospira crunogena	1	core
317655	Sphingopyxis alaskensis	Sphingopyxis alaskensis RB2256	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis	1	core
318586	Paracoccus denitrificans PD1222	Paracoccus denitrificans PD1222	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans	1	core
319224	Shewanella putrefaciens	Shewanella putrefaciens CN-32	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella putrefaciens	1	core
320771	Pedosphaera parvula	Pedosphaera parvula Ellin514	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia subdivision 3	Pedosphaera	Pedosphaera parvula	1	core
322710	Azotobacter vinelandii	Azotobacter vinelandii DJ	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	1	core
323098	Nitrobacter winogradskyi	Nitrobacter winogradskyi Nb-255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi	1	core
323259	Methanospirillum hungatei	Methanospirillum hungatei JF-1	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei	1	core
323848	Nitrosospira multiformis	Nitrosospira multiformis ATCC 25196	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis	1	core
324925	Pelodictyon phaeoclathratiforme	Pelodictyon phaeoclathratiforme BU-1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme	1	core
326298	Sulfurimonas denitrificans	Sulfurimonas denitrificans DSM 1251	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas denitrificans	1	core
326427	Chloroflexus aggregans	Chloroflexus aggregans DSM 9485	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aggregans	1	core
329726	Acaryochloris marina	Acaryochloris marina MBIC11017	Bacteria	Cyanobacteria	1	Chroococcales	1	Acaryochloris	Acaryochloris marina	1	core
330214	Nitrospira defluvii	Candidatus Nitrospira defluvii	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	1	1	core
331104	Blattabacterium sp. Bge	Blattabacterium sp. (Blattella germanica) str. Bge	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp. (Blattella germanica)	1	core
331113	Simkania negevensis	Simkania negevensis Z	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania	Simkania negevensis	1	core
333146	Ferroplasma acidarmanus	Ferroplasma acidarmanus fer1	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidarmanus	1	core
333990	Carnobacterium sp. AT7	Carnobacterium sp. AT7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	1	1	core
334413	Finegoldia magna ATCC29328	Finegoldia magna ATCC 29328	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna	1	core
335283	Nitrosomonas eutropha	Nitrosomonas eutropha C91	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas eutropha	1	core
335284	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis K5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter cryohalolentis	1	core
335541	Syntrophomonas wolfei	Syntrophomonas wolfei subsp. wolfei str. Goettingen	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei	Syntrophomonas wolfei subsp. wolfei	core
335543	Syntrophobacter fumaroxidans	Syntrophobacter fumaroxidans MPOB	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter fumaroxidans	1	core
338966	Pelobacter propionicus	Pelobacter propionicus DSM 2379	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobacter propionicus	1	core
338969	Rhodoferax ferrireducens	Rhodoferax ferrireducens T118	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax ferrireducens	1	core
339860	Methanosphaera stadtmanae	Methanosphaera stadtmanae DSM 3091	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae	1	core
340100	Bordetella petrii	Bordetella petrii DSM 12804	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella petrii	1	core
340101	Victivallis vadensis	Victivallis vadensis ATCC BAA-548	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis vadensis	1	core
340177	Chlorobium chlorochromatii	Chlorobium chlorochromatii CaD3	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii	1	core
342108	Magnetospirillum magneticum	Magnetospirillum magneticum AMB-1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum magneticum	1	core
342451	Staphylococcus saprophyticus	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus	Staphylococcus saprophyticus subsp. saprophyticus	core
342949	Pyrococcus sp. NA2	Pyrococcus sp. NA2	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	1	1	core
343509	Sodalis glossinidius	Sodalis glossinidius str. morsitans	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Sodalis	Sodalis glossinidius	1	core
348780	Natronomonas pharaonis	Natronomonas pharaonis DSM 2160	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas	Natronomonas pharaonis	1	core
349102	Rhodobacter sphaeroides ATCC17025	Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	1	core
349124	Halorhodospira halophila	Halorhodospira halophila SL1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila	1	core
349163	Acidiphilium cryptum	Acidiphilium cryptum JF-5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum	1	core
349521	Hahella chejuensis	Hahella chejuensis KCTC 2396	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella chejuensis	1	core
349741	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	1	core
351016	Roseobacter sp. AzwK3b	Roseobacter sp. AzwK-3b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	1	1	core
351160	Methanocella arvoryzae	Methanocella arvoryzae MRE50	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella arvoryzae	1	core
351348	Marinobacter aquaeolei	Marinobacter aquaeolei VT8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus	1	core
351607	Acidothermus cellulolyticus	Acidothermus cellulolyticus 11B	Bacteria	Actinobacteria	Actinobacteria	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus	1	core
352165	Pyramidobacter piscolens	Pyramidobacter piscolens W5455	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Pyramidobacter piscolens	1	core
357244	Orientia tsutsugamushi	Orientia tsutsugamushi str. Boryong	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	1	core
357804	Psychromonas ingrahamii	Psychromonas ingrahamii 37	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ingrahamii	1	core
358681	Brevibacillus brevis	Brevibacillus brevis NBRC 100599	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis	1	core
360095	Bartonella bacilliformis	Bartonella bacilliformis KC583	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella bacilliformis	1	core
360107	Campylobacter hominis	Campylobacter hominis ATCC BAA-381	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hominis	1	core
360911	Exiguobacterium sp. AT1b	Exiguobacterium sp. AT1b	Bacteria	Firmicutes	Bacilli	Bacillales	1	Exiguobacterium	1	1	core
362663	Escherichia coli 536	Escherichia coli 536	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1	periphery
362976	Haloquadratum walsbyi	Haloquadratum walsbyi DSM 16790	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	1	core
363253	Lawsonia intracellularis	Lawsonia intracellularis PHE/MN1-00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis	1	core
365046	Ramlibacter tataouinensis	Ramlibacter tataouinensis TTB310	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis	1	core
366394	Sinorhizobium medicae	Sinorhizobium medicae WSM419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae	1	core
366602	Caulobacter sp. K31	Caulobacter sp. K31	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	1	1	core
367737	Arcobacter butzleri	Arcobacter butzleri RM4018	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri	1	core
367928	Bifidobacterium adolescentis	Bifidobacterium adolescentis ATCC 15703	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	1	core
368407	Methanoculleus marisnigri	Methanoculleus marisnigri JR1	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus marisnigri	1	core
368408	Thermofilum pendens	Thermofilum pendens Hrk 5	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum pendens	1	core
